,,,,Day 5,,,,,,,Day 8,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
9290-8,Regulator of microtubule dynamics protein 3,RMDN3,Q96TC7,392.2833333,14.76509585,0.219402871,0.066807201,0.926288863,423.5,13.8,429.5166667,21.23530211,0.135682119,0.121672505,0.960672482,1.095318882,0.046974279,0.532072602,0.202328381,1.036121853,447.1,3.7,1.05713327,0.043184036,,,,,,,,,,,,,,
9294-45,Microfibrillar-associated protein 2,MFAP2,P55001,542.4833333,62.77646631,0.344540607,0.121672505,1.157421236,468.7,49.8,603.4,90.3030269,0.229393831,0.433816167,1.121040409,1.10943718,0.069060534,0.616535322,0.308537539,0.960111968,538.25,26.05,1.155528957,0.067197231,,,,,,,,,,,,,,
9296-15,Receptor-type tyrosine-protein phosphatase delta,PTPRD,P23468,5681.583333,921.1412784,0.485012247,0.433816167,1.059166946,5364.2,101.4,6078.633333,814.2397306,0.985651924,0.308537539,0.998830602,1.090257828,0.166306949,0.615307642,0.433816167,0.960338891,6085.75,104.05,1.13528447,0.040857508,,,,,,,,,,,,,,
9297-12,UDP-GlcNAc:betaGal beta-1;3-N-acetylglucosaminyltransferase 8,B3GNT8,Q7Z7M8,2516.066667,553.2003244,0.583315832,0.308537539,0.904360537,2782.15,336.85,2586.7,542.6507502,0.564832768,0.308537539,0.838408557,1.03773602,0.116530182,0.629222126,0.433816167,0.945107106,3085.25,621.15,1.098008906,0.090320687,,,,,,,,,,,,,,
9300-13,Nectin-1; isoform gamma:Extracellular domain,NECTIN1,Q15223,325.7,50.05633493,0.123347708,0.121672505,1.192603442,273.1,16.9,361.7333333,45.65576512,0.071176049,0.066807201,1.253407253,1.116057471,0.052910239,0.054099092,0.033376508,1.056558138,288.6,19.8,1.056314302,0.007133974,,,,,,,,,,,,,,
9302-90,Growth arrest and DNA damage-inducible proteins-interacting protein 1,GADD45GIP1,Q8TAE8,275.15,18.34427704,0.867052841,0.433816167,1.011209114,272.1,13.6,298.5333333,23.71860498,0.972424175,0.433816167,1.004824414,1.085006009,0.046108359,0.965420076,0.433816167,0.996690037,297.1,32.6,1.088609266,0.065398434,,,,,,,,,,,,,,
9303-9,ICOS ligand,ICOSLG,O75144,1089.666667,112.5376925,0.63368274,0.433816167,0.912427604,1194.25,161.95,1104.25,189.923851,0.2130414,0.202328381,0.869077601,1.009775757,0.10410127,0.577213919,0.308537539,0.939031362,1270.6,73.7,1.075337628,0.084112145,,,,,,,,,,,,,,
9305-89,Interferon gamma receptor 2:Extracellular domain,IFNGR2,P38484,751.7833333,47.01561502,0.555770026,0.308537539,0.981184199,766.2,9.6,791.1166667,38.23137528,0.633012244,0.202328381,0.971470089,1.054037859,0.043902483,0.850257356,0.433816167,0.992104342,814.35,35.65,1.062426415,0.033216793,,,,,,,,,,,,,,
9306-7,Beta-defensin 118,DEFB118,Q96PH6,593.7166667,101.7914603,0.606237865,0.433816167,1.052315964,564.2,29,645.4333333,172.6071422,0.365260513,0.433816167,1.138029328,1.074741102,0.099935602,0.208585221,0.308537539,1.068102515,567.15,18.35,1.006215308,0.019195753,,,,,,,,,,,,,,
9310-2,T-cell surface glycoprotein CD8 beta chain,CD8B,P10966,1225.083333,121.326576,0.606118464,0.308537539,1.127083429,1086.95,195.35,1323.466667,250.2013767,0.864287684,0.433816167,0.956227497,1.087663728,0.207953608,0.111763692,0.202328381,0.857096249,1384.05,274.05,1.269010019,0.024057126,,,,,,,,,,,,,,
9312-8,Zinc-alpha-2-glycoprotein,AZGP1,P25311,4819.3,330.8721153,0.053850392,0.066807201,1.152942584,4180,153.6,4713.75,385.6383917,0.390938414,0.433816167,1.038568313,0.979558075,0.067528201,0.033572666,0.066807201,0.901494787,4538.7,78.2,1.086593166,0.021220266,,,,,,,,,,,,,,
9313-27,Cerebellin-1,CBLN1,P23435,1657.416667,554.0520114,0.08064677,0.121672505,1.577815857,1050.45,143.45,1726.516667,565.552003,0.090444311,0.121672505,1.587309614,1.04817776,0.067129486,0.698010113,0.202328381,1.015550583,1087.7,173.7,1.032127575,0.024409824,,,,,,,,,,,,,,
9314-9,Pregnancy-specific beta-1-glycoprotein 5,PSG5,Q15238,638.0666667,147.4337441,0.475717376,0.202328381,0.886080637,720.1,75.1,617.0833333,103.6408449,0.343007498,0.066807201,0.771113194,1.004214382,0.204442332,0.36659899,0.433816167,0.90788149,800.25,118.95,1.106107342,0.049828272,,,,,,,,,,,,,,
9315-16,Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain,MUL1,Q969V5,1446.383333,283.4815068,0.425559946,0.433816167,1.08396098,1334.35,29.65,1516.533333,303.9015722,0.434241847,0.433816167,1.085175909,1.05449269,0.114251428,0.892536693,0.433816167,1.006976156,1397.5,39.4,1.047187348,0.006258399,,,,,,,,,,,,,,
9316-67,WAP four-disulfide core domain protein 1,WFDC1,Q9HC57,4673.183333,854.4859028,0.802324428,0.433816167,1.022902963,4568.55,114.65,4550.616667,988.4843135,0.686005788,0.308537539,0.956634923,0.997584786,0.231638973,0.731227262,0.433816167,0.95646365,4756.9,201.8,1.04299289,0.070345982,,,,,,,,,,,,,,
9317-4,Leucine-rich repeat-containing protein 25:Extracellular domain,LRRC25,Q8N386,930.1,228.6002916,0.596643505,0.308537539,1.17163192,793.85,185.25,1011.683333,198.5526246,0.972671528,0.433816167,1.010168081,1.115294381,0.200372429,0.16245149,0.121672505,0.883722303,1001.5,232.2,1.262041681,0.002006955,,,,,,,,,,,,,,
9319-59,Transmembrane emp24 domain-containing protein 4,TMED4,Q7Z7H5,264.1666667,12.46216496,0.846396309,0.433816167,1.016612148,259.85,17.35,285.9666667,24.36299562,0.227374419,0.202328381,1.069234125,1.081459767,0.059844303,0.397928355,0.202328381,1.04809817,267.45,7.85,1.031830604,0.03868486,,,,,,,,,,,,,,
9321-400,Neuromedin-B,NMB,P08949,699.85,86.09120648,0.185611035,0.121672505,1.09866562,637,16.9,732.9833333,80.27968644,0.056700922,0.121672505,1.137466377,1.050361142,0.048902528,0.389425094,0.308537539,1.037517176,644.4,1.2,1.012379521,0.028742879,,,,,,,,,,,,,,
9322-15,Reticulocalbin-1,RCN1,Q15293,779.35,623.1180165,0.48273301,0.433816167,1.505553946,517.65,202.75,1185.2,1029.30752,0.255382178,0.433816167,2.107959093,2.49922615,2.564417325,0.283603911,0.433816167,2.231444764,562.25,182.35,1.120003592,0.086411143,,,,,,,,,,,,,,
9326-33,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,P19823,101143,10284.81601,0.377065372,0.308537539,0.895266487,112975.3,8713.9,101022.6333,12125.8011,0.270298945,0.202328381,0.896358745,0.999888911,0.07617417,0.985550379,0.433816167,1.000748871,112703.35,6439.25,0.999140684,0.020067767,,,,,,,,,,,,,,
9327-3,Ly6/PLAUR domain-containing protein 1,LYPD1,Q8N2G4,469.1666667,36.47001813,0.085314468,0.066807201,1.108485922,423.25,12.95,495.15,51.84980714,0.416133925,0.308537539,1.077349869,1.05410442,0.053364478,0.533818619,0.308537539,0.971669562,459.6,28.5,1.084838366,0.034143752,,,,,,,,,,,,,,
9328-55,MHC class I polypeptide-related sequence B,MICB,Q29980,424.1166667,137.3883355,0.494535465,0.433816167,0.900555615,470.95,18.65,491.9333333,182.7803478,0.886123032,0.308537539,0.975574285,1.230605798,0.502258789,0.518351246,0.433816167,1.147477231,504.25,0.65,1.072444633,0.043849862,,,,,,,,,,,,,,
9329-28,Trem-like transcript 1 protein:Extracellular domain; Ig-like V-type domain,TREML1,Q86YW5,514.7833333,87.18911279,0.404647648,0.202328381,0.915984579,562,32.8,410.5666667,57.69184421,0.03502535,0.033376508,0.846093079,0.822318148,0.192098981,0.69804215,0.433816167,0.948093412,485.25,9.15,0.867338742,0.066901621,,,,,,,,,,,,,,
9332-6,Beta-defensin 136,DEFB136,Q30KP8,561.65,95.74103526,0.63857691,0.308537539,1.047854478,536,28.6,588.6166667,108.2262663,0.961758573,0.433816167,1.008682489,1.048878646,0.067856076,0.764439612,0.308537539,0.96766325,583.55,79.05,1.0839294,0.089644812,,,,,,,,,,,,,,
9333-59,Endoplasmic reticulum resident protein 27,ERP27,Q96DN0,338.2666667,46.64881802,0.035314868,0.121672505,1.213730415,278.7,2.7,363.2833333,78.64410164,0.116704822,0.202328381,1.235237448,1.063842871,0.089138366,0.880615662,0.433816167,1.008493896,294.1,13.6,1.054882806,0.038578459,,,,,,,,,,,,,,
9335-28,Pregnancy-specific beta-1-glycoprotein 9,PSG9,Q00887,537.0166667,368.6116087,0.324140787,0.308537539,1.507415205,356.25,16.85,525.8166667,301.2211282,0.327730579,0.433816167,1.385186161,1.02526419,0.087727146,0.66149699,0.433816167,0.959077501,379.6,8.1,1.069010782,0.073299177,,,,,,,,,,,,,,
9337-43,Protachykinin-1,TAC1,P20366,203.0333333,13.59689507,0.703698245,0.433816167,1.031673442,196.8,12.2,217.95,26.29561117,0.749321534,0.433816167,1.026129944,1.071697415,0.082283046,0.83732964,0.433816167,0.992355099,212.4,11,1.079953553,0.011054031,,,,,,,,,,,,,,
9338-2,Fc_MOUSE,nan,Q99LC4,5039.233333,276.9843959,0.728351333,0.433816167,1.025464141,4914.1,271,5449.716667,490.1571633,0.503623473,0.308537539,1.038545706,1.084410553,0.107844272,0.786647331,0.308537539,1.014265541,5247.45,171.85,1.069158429,0.023990544,,,,,,,,,,,,,,
9339-204,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,P26885,908.5166667,176.6614127,0.912065454,0.433816167,0.987947658,919.6,53.8,631.8666667,47.23218065,0.027817865,0.066807201,0.9073981,0.720644613,0.142290629,0.625357122,0.433816167,0.948733037,696.35,3.85,0.759586296,0.040252004,,,,,,,,,,,,,,
9340-17,Peptidyl-prolyl cis-trans isomerase FKBP14,FKBP14,Q9NWM8,858.4666667,118.4851983,0.223990868,0.433422363,0.921052161,932.05,3.45,632.15,32.3789412,0.143369112,0.121672505,0.933338255,0.751441444,0.114438656,0.659428182,0.433816167,1.034158735,677.3,16.8,0.72662099,0.015335183,,,,,,,,,,,,,,
9341-1,Platelet-derived growth factor D,PDGFD,Q9GZP0,1946.266667,451.6242046,0.819890566,0.202328381,0.971700076,2002.95,124.75,1530.416667,153.7781131,0.673824042,0.433816167,1.021639964,0.830517647,0.204492974,0.44155664,0.308537539,1.107323318,1498,25.2,0.75002272,0.034132322,,,,,,,,,,,,,,
9343-16,Interleukin-2 receptor subunit beta,IL2RB,P14784,2266.783333,169.6217205,0.479640944,0.121672505,1.117247441,2028.9,229.6,2329.216667,281.7396459,0.798208688,0.308537539,1.059144063,1.037795314,0.171409668,0.738099748,0.433816167,0.964703501,2199.15,393.05,1.07576609,0.071986843,,,,,,,,,,,,,,
9345-436,WAP four-disulfide core domain protein 13,WFDC13,Q8IUB5,339.3166667,116.5696418,0.32497173,0.433816167,1.209900755,280.45,16.65,348.5166667,143.0137221,0.298214501,0.308537539,1.272887753,1.015372529,0.077520204,0.407718094,0.433816167,1.038552293,273.8,9.7,0.977680696,0.023456529,,,,,,,,,,,,,,
9347-13,Fc_MOUSE,nan,Q99LC4,324.0833333,13.99993056,0.772354544,0.308537539,0.992902369,326.4,4.3,342.2833333,20.83757957,0.716405106,0.433816167,0.97963175,1.059024534,0.088899373,0.87711047,0.433816167,0.988610977,349.4,14.2,1.071224737,0.057617238,,,,,,,,,,,,,,
9348-1,Complement C1r subcomponent-like protein,C1RL,Q9NZP8,519.0833333,63.58140233,0.033616543,0.066807201,1.19563131,434.15,12.25,493.2333333,78.39182922,0.587691651,0.433816167,1.062201644,0.946902365,0.06521291,0.441834385,0.066807201,0.882813941,464.35,33.55,1.072595618,0.107541855,,,,,,,,,,,,,,
9350-3,Follistatin-related protein 4,FSTL4,Q6MZW2,454.4666667,30.28628219,0.549200364,0.202328381,0.908751583,500.1,53.9,491.5166667,28.22288768,0.595520825,0.202328381,0.908617556,1.082831672,0.038905207,0.909196317,0.433816167,1.00289034,540.95,67.35,1.079710941,0.0183035,,,,,,,,,,,,,,
9352-86,Regenerating islet-derived protein 3-gamma,REG3G,Q6UW15,585.3333333,53.84393085,0.092332949,0.033376508,1.152344391,507.95,23.35,574.6,52.88430769,0.637030219,0.202328381,1.021148036,0.995271526,0.156088348,0.257237606,0.202328381,0.896395195,562.7,1.9,1.110304396,0.05478021,,,,,,,,,,,,,,
9353-8,Fc_MOUSE,nan,Q99LC4,415.5166667,40.17990446,0.754749802,0.433816167,1.022181222,406.5,19.3,438.2166667,29.86008577,0.08381038,0.121672505,1.076831716,1.059800637,0.079955706,0.288768658,0.202328381,1.057099506,406.95,6.95,1.002555229,0.030502622,,,,,,,,,,,,,,
9355-26,Fc_MOUSE,nan,Q99LC4,380.7666667,44.1929733,0.907936344,0.433816167,1.016326349,374.65,40.55,395.5333333,46.62365875,0.951032361,0.433816167,0.987845488,1.040211989,0.053684867,0.734251117,0.433816167,0.978362999,400.4,62.2,1.063216812,0.050945037,,,,,,,,,,,,,,
9357-4,Protein CREG1,CREG1,O75629,1394.3,156.0009936,0.017691265,0.033376508,1.208965577,1153.3,10.7,1471.266667,95.60977402,0.000684707,0.033376508,1.263811937,1.06240311,0.079833233,0.22586265,0.121672505,1.05234581,1164.15,7.75,1.00955703,0.01608624,,,,,,,,,,,,,,
9358-3,Fc_MOUSE,nan,Q99LC4,418,61.50964694,0.17148701,0.121672505,0.904370402,462.2,5.1,422.7666667,50.70353921,0.240730349,0.121672505,0.85875821,1.023496673,0.136950193,0.674169161,0.433816167,0.961555789,492.3,35,1.064417358,0.063979817,,,,,,,,,,,,,,
9359-9,Protein delta homolog 2,DLK2,Q6UY11,2017.1,374.1745003,0.941388865,0.433816167,0.978509751,2061.4,471.7,2177.133333,512.1268712,0.920009737,0.433816167,1.021121586,1.083961291,0.162834082,0.798137828,0.308537539,1.029287011,2132.1,327.2,1.053118596,0.082252858,,,,,,,,,,,,,,
9360-33,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,O43854,1661.383333,654.6671608,0.539740112,0.121672505,0.895938379,1854.35,21.65,1712.533333,822.8463337,0.591545185,0.121672505,0.887828987,1.030731988,0.202472207,0.930111679,0.433816167,0.99018542,1928.9,95.9,1.04094846,0.063869568,,,,,,,,,,,,,,
9361-7,Protocadherin alpha-C2,PCDHAC2,Q9Y5I4,598.4166667,66.49066142,0.869981506,0.433816167,1.012121212,591.25,27.95,634.2166667,35.6117217,0.916106799,0.308537539,1.00279337,1.072317885,0.124532467,0.998408837,0.433816167,1.000152121,632.45,0.95,1.072154787,0.052290446,,,,,,,,,,,,,,
9362-11,Fc_MOUSE,nan,Q99LC4,1283.033333,375.799861,0.345313728,0.433816167,1.197976969,1071,115.7,1356.616667,460.6811204,0.631741123,0.433816167,1.128820658,1.046339876,0.111445622,0.53058115,0.202328381,0.939239828,1201.8,209.2,1.114028435,0.074983109,,,,,,,,,,,,,,
9363-11,Cancer/testis antigen 55,CT55,Q8WUE5,569.4166667,26.26096067,0.919798294,0.433816167,0.99132428,574.4,38.9,610.25,26.11428409,0.766856264,0.433816167,0.963223108,1.073428,0.058905681,0.553660188,0.308537539,0.975067742,633.55,60.65,1.100875306,0.031034037,,,,,,,,,,,,,,
9365-91,Protein eyes shut homolog,EYS,Q5T1H1,293.1166667,40.17227139,0.069097362,0.066807201,1.166865711,251.2,5.4,314.4333333,37.40297077,0.124457314,0.066807201,1.176111215,1.076430913,0.055059175,0.816228993,0.433816167,1.012261443,267.35,16.25,1.063392191,0.041829945,,,,,,,,,,,,,,
9366-54,Interleukin-21 receptor,IL21R,Q9HBE5,678.5333333,29.09333639,0.829574975,0.433816167,1.016757823,667.35,40.35,749.5833333,53.06136123,0.803884776,0.433816167,1.021996501,1.105613148,0.077434246,0.850193507,0.308537539,1.006389671,733.45,49.35,1.098593496,0.007524916,,,,,,,,,,,,,,
9368-64,Leucine-rich repeat and transmembrane domain-containing protein 1,LRTM1,Q9HBL6,432.5333333,28.81658473,0.127929091,0.121672505,0.929479603,465.35,11.25,455.9833333,24.35771039,0.064167732,0.066807201,0.909057682,1.058177623,0.081423391,0.768456304,0.433816167,0.980577758,501.6,11.7,1.079136881,0.05123088,,,,,,,,,,,,,,
9369-174,Leucine-rich repeat-containing protein 4C,LRRC4C,Q9HCJ2,726.3833333,66.97276602,0.780818559,0.433816167,0.979349243,741.7,39,750.4,61.24646929,0.839632347,0.308537539,0.97562244,1.040368345,0.10905816,0.935216339,0.202328381,1.005389747,769.15,71.65,1.034791084,0.042191112,,,,,,,,,,,,,,
9370-69,Gamma-glutamyl hydrolase,GGH,Q92820,2511.816667,500.1623884,0.087286031,0.121672505,0.840353518,2989,50.2,2936.833333,499.5505002,0.314944835,0.308537539,0.882713916,1.182018791,0.122734634,0.619545858,0.433816167,1.060349589,3327.05,237.05,1.114744423,0.098029498,,,,,,,,,,,,,,
9372-157,Myelin protein zero-like protein 2,MPZL2,O60487,1183.166667,261.9345253,0.557402418,0.308537539,1.169714945,1011.5,207.7,1289.9,283.6302346,0.995857713,0.433816167,1.001552916,1.10332061,0.185373855,0.122179043,0.202328381,0.871588979,1287.9,299.3,1.265872604,0.035964667,,,,,,,,,,,,,,
9373-405,Fc_MOUSE,nan,Q99LC4,180.0166667,14.2662091,0.691002728,0.433816167,1.025443843,175.55,7.75,190.2333333,18.15623554,0.917625391,0.308537539,0.995204464,1.057160596,0.058980067,0.679333963,0.433816167,0.968444153,191.15,2.45,1.091607186,0.062147284,,,,,,,,,,,,,,
9374-24,Neuronatin,NNAT,Q16517,771.9833333,589.1666245,0.317092766,0.308537539,1.714375601,450.3,131.8,961.1833333,561.4006692,0.194286253,0.308537539,1.7458602,1.807843327,1.333586474,0.393839266,0.433816167,1.448753765,550.55,125.65,1.247861003,0.086204931,,,,,,,,,,,,,,
9377-25,Kit ligand,KITLG,P21583,1891.283333,272.3846203,0.277607264,0.066807201,0.75565189,2502.85,319.65,2081.516667,305.0002045,0.394171189,0.121672505,0.818705055,1.10332739,0.07425998,0.044841595,0.121672505,1.087510995,2542.45,349.35,1.014543665,0.010009037,,,,,,,,,,,,,,
9378-6,Fibrinogen C domain-containing protein 1,FIBCD1,Q8N539,707.5,81.73538605,0.292820026,0.202328381,1.116723226,633.55,43.25,765.7666667,95.00629219,0.755186097,0.433816167,1.037132345,1.083181801,0.075298221,0.094755205,0.121672505,0.930607984,738.35,63.95,1.163950686,0.021480756,,,,,,,,,,,,,,
9379-248,Small integral membrane protein 10,SMIM10,Q96HG1,709.5333333,41.37477761,0.540773573,0.308537539,0.849893194,834.85,143.05,739.5666667,62.68449215,0.566097414,0.433816167,0.798883788,1.049444583,0.135372939,0.717823037,0.433816167,0.959485339,925.75,230.15,1.093757809,0.088264892,,,,,,,,,,,,,,
9380-2,Group XIIB secretory phospholipase A2-like protein,PLA2G12B,Q9BX93,5813.15,1468.494053,0.551119306,0.433816167,1.100944102,5280.15,506.45,5649.183333,1124.292655,0.11101962,0.308537539,0.853189856,0.994778997,0.180698152,0.206162726,0.121672505,0.785948514,6621.25,3.95,1.265705043,0.122149242,,,,,,,,,,,,,,
9383-24,Chitinase-3-like protein 2,CHI3L2,Q15782,846.75,68.25700819,0.787951316,0.433816167,0.946776989,894.35,137.15,912.8166667,117.9096888,0.629185602,0.433816167,0.865803535,1.079461853,0.118544528,0.357913736,0.202328381,0.923122715,1054.3,215.7,1.169358998,0.061857677,,,,,,,,,,,,,,
9384-17,Cathelicidin antimicrobial peptide,CAMP,P49913,4218.333333,1945.854018,0.349109419,0.433816167,1.315680037,3206.2,480.6,4326.5,1648.112021,0.220715036,0.308537539,1.318853833,1.050564851,0.122940964,0.927901753,0.433816167,1.011678757,3280.5,172.6,1.038437195,0.101825499,,,,,,,,,,,,,,
9385-4,Lysosomal alpha-glucosidase,GAA,P10253,12010.2,2236.352405,0.834285671,0.308537539,0.979724686,12258.75,539.45,13218.33333,1236.250933,0.951006215,0.433816167,0.992546205,1.126004168,0.151868636,0.865749173,0.433816167,1.030214,13317.6,1250.6,1.092980845,0.150113879,,,,,,,,,,,,,,
9386-42,Tetratricopeptide repeat protein 9B,TTC9B,Q8N6N2,523.7,293.8299622,0.324926341,0.121672505,1.377070734,380.3,0.9,529.1,255.6378232,0.277218584,0.121672505,1.358582617,1.037624465,0.07736411,0.760148283,0.433816167,1.013302643,389.45,10.15,1.024002526,0.0242661,,,,,,,,,,,,,,
9387-13,Fc_MOUSE,nan,Q99LC4,956.5833333,1422.690738,0.361305543,0.433816167,3.012860892,317.5,11.4,855.5,1117.287774,0.348599463,0.202328381,2.525834071,1.060951384,0.11786687,0.932586479,0.202328381,0.995277086,338.7,19.1,1.065985944,0.021882709,,,,,,,,,,,,,,
9388-18,Methylmalonyl-CoA epimerase; mitochondrial,MCEE,Q96PE7,1921.033333,319.892277,0.376922848,0.121672505,0.790353548,2430.6,366.9,1361.15,130.6262193,0.401392361,0.066807201,0.689207322,0.724599793,0.117553819,0.430002044,0.433816167,0.902657402,1974.95,452.25,0.802740654,0.06489116,,,,,,,,,,,,,,
9389-12,Fc_MOUSE,nan,Q99LC4,358.0333333,30.12732241,0.568177631,0.433816167,1.031201997,347.2,11.2,394.8833333,25.60230567,0.196267095,0.308537539,1.045910034,1.107599472,0.086544355,0.698625113,0.433816167,1.01775113,377.55,2.85,1.08828125,0.026897321,,,,,,,,,,,,,,
9391-60,ProSAAS,PCSK1N,Q9UHG2,6014.033333,10786.84016,0.356115587,0.308537539,5.41975698,1109.65,166.15,5541.6,9673.033045,0.356865822,0.202328381,4.815432742,1.004062865,0.114932908,0.538634262,0.308537539,0.967064328,1150.8,163.8,1.038258609,0.007846319,,,,,,,,,,,,,,
9392-43,Alpha-1;3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A,MGAT4A,Q9UM21,2118.433333,175.4024674,0.605016979,0.202328381,1.06547634,1988.25,183.35,2385.116667,296.7390403,0.848313249,0.433816167,1.023765068,1.130254697,0.13501564,0.522517319,0.433816167,0.964587428,2329.75,215.05,1.171749356,0.000105498,,,,,,,,,,,,,,
9394-19,Carboxypeptidase Q,CPQ,Q9Y646,11436.45,2320.207436,0.063355105,0.066807201,0.741901583,15415.05,1026.95,11588.51667,1707.090845,0.267299725,0.033376508,0.765418766,1.027159022,0.093192599,0.533624157,0.308537539,1.049572805,15140.1,1819.2,0.978644851,0.052817258,,,,,,,,,,,,,,
9398-30,Galanin-like peptide,GALP,Q9UBC7,358.8166667,29.5119985,0.394131294,0.202328381,1.035994418,346.35,2.65,373.1833333,40.1125673,0.631900779,0.308537539,0.971958154,1.042337951,0.098198713,0.337393844,0.202328381,0.939994751,383.95,11.35,1.108876352,0.041254576,,,,,,,,,,,,,,
9400-40,Galectin-7,LGALS7,P47929,2717.55,275.0916135,0.438168057,0.066807201,0.892419093,3045.15,283.65,2960.15,215.4974226,0.349460818,0.202328381,0.883851126,1.096573654,0.103077576,0.923598295,0.433816167,0.995496245,3349.15,256.75,1.101534696,0.018291485,,,,,,,,,,,,,,
9401-57,Metalloprotease TIKI1,TRABD2A,Q86V40,3750.266667,1333.42057,0.952952081,0.433816167,1.014641361,3696.15,606.05,2254.85,322.6037081,0.74847556,0.308537539,0.950811723,0.666485045,0.202833492,0.846189406,0.433816167,1.030196274,2371.5,271.8,0.646949578,0.032542995,,,,,,,,,,,,,,
9402-18,Discoidin; CUB and LCCL domain-containing protein 1,DCBLD1,Q8N8Z6,268.7833333,30.26369754,0.278207039,0.202328381,1.065332276,252.3,1,283.85,29.78577681,0.12669417,0.308537539,1.094255975,1.057853868,0.053799149,0.309402326,0.308537539,1.02885347,259.4,1.9,1.028187103,0.011605973,,,,,,,,,,,,,,
9409-11,Tryptase beta-1,TPSAB1,Q15661,23296.61667,3888.190575,0.127808603,0.202328381,1.177950254,19777.25,953.75,24293.78333,4459.860281,0.261608197,0.202328381,1.167672821,1.051098739,0.141481555,0.989968198,0.433816167,1.000927267,20805.3,1762.9,1.050124993,0.038495913,,,,,,,,,,,,,,
9412-52,Activin receptor type-2B,ACVR2B,Q13705,455.1833333,63.01067149,0.815364154,0.433816167,0.933517911,487.6,108,509.4333333,54.7529502,0.963341877,0.433816167,0.988327352,1.125013129,0.067172557,0.159540252,0.202328381,1.059193697,515.45,103.65,1.062141072,0.022685061,,,,,,,,,,,,,,
9416-77,Carboxypeptidase M,CPM,P14384,10369.36667,1878.845394,0.668793568,0.308537539,1.090938103,9505,1477.3,11521.46667,1925.357246,0.548466919,0.308537539,1.066274268,1.121636626,0.121374584,0.821590903,0.433816167,0.972463763,10805.35,689.35,1.153396835,0.106739942,,,,,,,,,,,,,,
9426-73,DNA-binding protein inhibitor ID-2,ID2,Q02363,732.25,45.77014129,0.365067528,0.121672505,1.059849472,690.9,29.6,781.5166667,38.8309334,0.089791138,0.033376508,1.084837128,1.070022065,0.064150026,0.468671797,0.433816167,1.025431525,720.4,18.2,1.043484659,0.018363216,,,,,,,,,,,,,,
9436-2,DNA-binding protein inhibitor ID-1,ID1,P41134,417.55,58.77768142,0.899254668,0.202328381,1.009306261,413.7,12.6,429.85,32.81289127,0.115880623,0.121672505,0.929908058,1.038382718,0.076555661,0.356253565,0.121672505,0.927894067,462.25,9.25,1.119074638,0.056442689,,,,,,,,,,,,,,
9439-454,Fc_MOUSE,nan,Q99LC4,686.9333333,58.13598044,0.568510381,0.308537539,0.965065093,711.8,28.8,738.2333333,37.29328209,0.492958568,0.308537539,1.031196163,1.083062836,0.115497172,0.199835499,0.202328381,1.076435592,715.9,22,1.006156656,0.009802349,,,,,,,,,,,,,,
9443-137,Cathepsin K,CTSK,P43235,265.9166667,48.71294888,0.662956835,0.433816167,0.847003238,313.95,82.25,283.9833333,42.47459698,0.663223814,0.368686064,0.838327183,1.074891916,0.069141004,0.989875589,0.433816167,1.000437826,338.75,93.85,1.074421506,0.017451286,,,,,,,,,,,,,,
9444-70,Protein DGCR6,DGCR6,Q14129,1078.716667,1075.113423,0.232594163,0.121672505,2.534578634,425.6,21.1,1130.366667,1100.301067,0.259346711,0.433816167,2.245910325,1.067443064,0.061929123,0.153279391,0.066807201,0.904234756,503.3,42.7,1.180493292,0.041803552,,,,,,,,,,,,,,
9445-44,Uncharacterized protein C19orf18,C19orf18,Q8NEA5,352.0166667,63.65054115,0.266342705,0.308537539,1.115742208,315.5,8.2,382.8,88.01444957,0.185670483,0.033376508,1.187529083,1.082369522,0.078897423,0.323166563,0.202328381,1.058376011,322.35,3.25,1.022670119,0.036880808,,,,,,,,,,,,,,
9449-150,C4b-binding protein alpha chain,C4BPA,P04003,12607.03333,810.4093506,0.389163164,0.121672505,1.140789269,11051.15,1144.15,12844.76667,1116.347926,0.460768384,0.202328381,1.170926107,1.017964841,0.040519976,0.659825698,0.202328381,1.03110426,10969.75,1703.55,0.987256945,0.051938483,,,,,,,,,,,,,,
9450-18,Cyclin-dependent kinase 2-associated protein 1,CDK2AP1,O14519,232.9666667,57.81532861,0.167141074,0.308537539,1.225817767,190.05,8.35,254.0833333,67.30422019,0.102951683,0.066807201,1.31343155,1.087789369,0.064094654,0.059004876,0.121672505,1.068537234,193.45,7.95,1.018017281,0.002896313,,,,,,,,,,,,,,
9451-20,Uromodulin,UMOD,P07911,6693.033333,640.9813041,0.972411098,0.433816167,0.993459105,6737.1,1005.5,6911.416667,900.2471243,0.186771568,0.202328381,0.9080826,1.036947084,0.131754713,0.554588556,0.308537539,0.901593009,7611,235,1.150127689,0.136773002,,,,,,,,,,,,,,
